household_key,BASKET_ID,DAY,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,TRANS_TIME,WEEK_NO,COUPON_DISC,COUPON_MATCH_DISC
1675,31175820216,282,20000,2,2.67,3235,-0.51,940,41,0,0
1675,31415760478,299,20000,3,4.77,3235,0,1216,43,0,0
1182,27556417706,47,20000,1,2.75,3287,0,1749,7,0,0
1420,30591251330,238,20000,2,1.98,3297,0,1342,35,0,0
1409,28517258574,121,20000,1,5.59,3313,0,909,18,0,0
1409,29394340357,180,20000,1,4.99,3313,-0.6,856,26,0,0
1409,30678270067,243,20000,1,3.99,3313,-1.6,906,35,0,0
1409,31147666000,280,20000,1,4.99,3313,-0.6,1420,41,0,0
1409,28031017875,86,20000,1,1.99,3313,0,2042,13,0,0
1675,31272000346,289,20000,8,2,3235,-7.52,1027,42,0,0
486,30809521071,254,20000,1,1.19,3217,-0.2,1426,37,0,0
840,30192607229,224,20000,1,1.67,3027,-0.48,1908,33,0,0
1675,29605491530,191,20000,1,0.99,3235,0,1632,28,0,0
997,31363387658,294,20000,1,2.34,3182,-0.51,2037,43,0,0
1409,28802065855,142,20000,1,2.99,3238,-1,1141,21,0,0
997,28800976041,140,20000,1,4.99,3182,0,1359,21,0,0
997,31049323325,272,20000,1,3.99,3182,-1,2121,40,0,0
1409,30063010494,215,20000,1,2.5,3238,-0.49,847,31,0,0
1675,27676201390,58,20000,4,27.96,3235,-12,2022,9,0,0
1675,27904040658,77,20000,2,13.98,3235,-6,1409,12,0,0
1675,29332931401,176,20000,2,11.98,3235,-8,1652,26,0,0
1675,30179005324,223,20000,2,9.98,3235,-10,943,33,0,0
1675,31532440635,306,20000,1,5.99,3235,-4,1334,44,0,0
1675,30109136660,217,20000,1,0.89,3235,-0.46,1817,32,0,0
601,28297071931,109,20000,1,0.55,3102,0,1605,16,0,0
1338,28349736514,112,20000,1,1.5,3165,0,1958,17,0,0
1814,30809610928,254,20000,1,7.99,3274,0,1555,37,0,0
1182,29680188503,192,20000,1,2.65,3287,0,2032,28,0,0
1675,29605491530,191,20000,1,0.99,3235,0,1632,28,0,0
1420,30591251330,238,20000,1,4.29,3297,0,1342,35,0,0
997,29438842579,182,20000,1,0.99,3182,0,2015,27,0,0
1476,27531740328,46,20000,1,1.09,3278,0,950,7,0,0
1476,27651580228,56,20000,1,1.09,3278,0,949,9,0,0
1409,29314115101,174,20000,1,1.09,3313,0,729,26,0,0
840,30192607229,224,20000,1,1.19,3027,0,1908,33,0,0
840,30410207512,239,20000,1,1.19,3027,0,1850,35,0,0
2182,30754188706,245,20000,1,1.19,3262,0,2121,36,0,0
32,27819482409,70,20000,5,1,3257,-1.25,2009,11,0,0
1814,30636857123,242,20000,1,1.29,3274,-0.56,2123,35,0,0
1675,29047336540,158,20000,1,3.19,3235,0,1438,23,0,0
1420,30591251330,238,20000,2,1.76,3297,-0.82,1342,35,0,0
1032,30753603617,245,20000,1,2.49,3087,-1,2125,36,0,0
1675,29605491530,191,20000,1,0.99,3235,0,1632,28,0,0
1814,30636857123,242,20000,1,2.99,3274,-1.2,2123,35,0,0
1675,28125285204,96,20000,1,1.79,3235,0,920,14,0,0
62,31118458420,277,20000,2,1.76,3236,-0.82,1235,40,0,0
1420,31773136534,321,20000,1,1.5,3297,-0.39,1416,47,0,0
1988,27855602541,73,20000,1,0.88,3214,-0.12,1539,11,0,0
1675,30244166714,228,20000,3,10.47,3235,-10.5,1632,33,0,0
997,28012142611,86,20000,1,1.09,3182,0,1920,13,0,0
203,28273880965,107,20000,1,1.09,3274,0,1517,16,0,0
997,28641796466,131,20000,1,1.09,3182,0,1434,19,0,0
997,29046330695,157,20000,2,2.18,3182,0,1140,23,0,0
997,29197667908,167,20000,2,1.58,3182,-0.6,1842,25,0,0
997,29302845385,174,20000,1,1.09,3182,0,1024,26,0,0
997,29438842579,182,20000,1,1.09,3182,0,2015,27,0,0
997,29776325834,198,20000,1,1.09,3182,0,1305,29,0,0
997,29908507818,208,20000,1,1.09,3182,0,1916,30,0,0
997,30063485136,215,20000,1,1.09,3182,0,105,31,0,0
997,30590003347,236,20000,2,2.18,3182,0,2019,34,0,0
997,30734102880,248,20000,1,1.09,3182,0,2134,36,0,0
1675,30828712214,256,20000,4,3.08,3235,-1.28,2140,37,0,0
997,31363387658,294,20000,1,1.09,3182,0,2037,43,0,0
997,31556442723,308,20000,2,2.18,3182,0,2034,45,0,0
997,31726100030,316,20000,1,1.09,3182,0,2239,46,0,0
2144,31737650322,318,20000,2,2.18,3270,0,629,46,0,0
997,31821525458,324,20000,2,2.18,3182,0,1102,47,0,0
1420,30591251330,238,20000,1,2.5,3297,-0.49,1342,35,0,0
997,31035437087,271,20000,1,1.5,3182,-0.95,1543,39,0,0
1176,27771857605,66,20000,1,0.85,3262,0,1711,10,0,0
1675,28622352391,129,20000,2,1.38,3235,0,1953,19,0,0
1675,29605491530,191,20000,2,1.38,3235,0,1632,28,0,0
121,29741426716,197,20000,1,0.69,3177,0,2012,29,0,0
1675,29989220703,210,20000,2,1.38,3235,0,1306,31,0,0
1675,30244166714,228,20000,3,2.07,3235,0,1632,33,0,0
1675,30589387198,235,20000,3,2.07,3235,0,1807,34,0,0
1675,30755397989,246,20000,2,1.38,3235,0,1907,36,0,0
1675,30760265177,250,20000,1,1.99,3235,0,936,36,0,0
1675,31272000346,289,20000,1,1.99,3235,0,1027,42,0,0
1675,31415760478,299,20000,1,1.99,3235,0,1216,43,0,0
2144,31395798200,298,20000,1,4.25,3270,0,1601,43,0,0
1409,29888910519,207,20000,1,1.99,3238,0,849,30,0,0
1675,29047336540,158,20000,1,0.83,3235,0,1438,23,0,0
1675,31415760478,299,20000,1,0.83,3235,0,1216,43,0,0
1675,30828712214,256,20000,1,1,3235,-0.39,2140,37,0,0
62,28124549280,95,20000,1,2.99,3236,-0.2,1830,14,0,0
1032,31791474940,322,20000,1,6.99,3087,-3,1815,47,0,0
1409,28393875674,117,20000,1,5.99,3238,-1,948,17,0,0
1675,31532440635,306,20000,1,2.99,3235,0,1334,44,0,0
1409,28856455232,145,20000,4,1.8,3313,0,929,21,0,0
997,29438842579,182,20000,1,4.05,3182,0,2015,27,0,0
1957,28195251512,99,20000,1,0.99,3313,0,1559,15,0,0
1675,29173790312,165,20000,1,0.99,3235,0,845,24,0,0
997,29197667908,167,20000,1,0.88,3182,-0.11,1842,25,0,0
997,29302845385,174,20000,1,0.99,3182,0,1024,26,0,0
997,29605285324,191,20000,1,0.79,3182,-0.2,928,28,0,0
997,29776325834,198,20000,1,0.79,3182,-0.2,1305,29,0,0
1420,30506122048,229,20000,2,1.58,3297,-0.4,1450,33,0,0
997,30590003347,236,20000,1,0.99,3182,0,2019,34,0,0
997,30734102880,248,20000,1,0.99,3182,0,2134,36,0,0
62,30753625834,245,20000,1,0.99,3236,0,1025,36,0,0
997,30809507676,254,20000,1,0.88,3182,-0.11,1957,37,0,0
997,31175610491,282,20000,1,0.88,3182,-0.11,1105,41,0,0
62,31203146408,284,20000,2,1.76,3236,-0.22,1216,41,0,0
997,31363387658,294,20000,1,0.79,3182,-0.2,2037,43,0,0
997,31726100030,316,20000,1,0.88,3182,-0.12,2239,46,0,0
997,31821525458,324,20000,2,1.76,3182,-0.24,1102,47,0,0
1476,29704621492,195,20000,1,2.49,3278,0,1804,29,0,0
1675,31532440635,306,20000,1,2.09,3235,0,1334,44,0,0
1988,27855602541,73,20000,2,1.76,3214,-0.24,1539,11,-1,0
1032,29099566382,159,20000,1,3,3087,-0.49,1410,23,0,0
601,28297071931,109,20000,1,1.92,3102,0,1605,16,0,0
1182,31049111358,271,30000,1,1.25,3237,-0.74,1745,39,0,0
1675,31821756679,324,30000,2,2.38,3235,-0.8,1740,47,0,0
1476,29704621492,195,30000,1,0.75,3278,0,1804,29,0,0
1814,30636857123,242,30000,1,1.19,3274,0,2123,35,0,0
997,27361431746,33,30000,1,2.69,3182,0,1522,5,0,0
997,27777005976,67,30000,1,1.5,3182,-1.39,1141,10,0,0
1675,29715716409,196,30000,2,2.67,3235,-0.43,1757,29,0,0
1420,30591251330,238,30000,1,2.5,3297,-0.49,1342,35,0,0
1957,27867496285,73,30000,2,1.98,3313,-0.72,1430,11,0,0
1814,30636857123,242,30000,1,2.86,3274,0,2123,35,0,0
1182,27891612309,75,30000,1,2,3287,-1.49,1700,11,0,0
1814,30636857123,242,30000,1,2,3274,-1.49,2123,35,0,0
1814,31427120424,300,30000,1,2.5,3274,-1.09,1252,44,0,0
32,27568217147,49,30000,1,1.99,3257,-0.6,1859,8,0,0
32,27819482409,70,30000,1,2.59,3257,0,2009,11,0,0
32,27568217147,49,30000,1,2.5,3257,-0.49,1859,8,0,0
486,30809521071,254,30000,2,1.98,3217,-2,1426,37,0,0
1675,27820100290,70,30000,1,1.59,3235,-0.1,1045,11,0,0
1420,30591251330,238,30000,1,1.69,3297,-0.1,1342,35,0,0
1988,28224164332,102,30000,1,0.99,3214,0,1807,15,0,0
1182,30998435996,267,30000,1,0.34,3267,-0.25,1357,39,0,0
1420,30591251330,238,30000,1,1.69,3297,-0.1,1342,35,0,0
1182,28760218345,137,30000,2,4.78,3287,0,1904,20,0,0
1814,30755292776,246,30000,1,3.79,3274,0,1937,36,0,0
1814,31427120424,300,30000,2,7.58,3274,0,1252,44,0,0
1182,28606955905,127,30000,1,2.99,3287,0,1147,19,0,0
1182,28680356248,132,30000,2,3.58,3287,-2.4,1307,20,0,0
1182,28408376341,117,30000,1,2.99,3267,0,1618,17,0,0
2182,29144608214,163,30000,1,1.92,3262,0,2213,24,0,0
2182,29302837658,174,30000,1,1.92,3262,0,2031,26,0,0
1032,29438306999,182,30000,1,2.99,3087,-1.2,1620,27,0,0
2182,29776315965,198,30000,1,2.99,3262,-1.2,1249,29,0,0
506,27604201170,52,30000,1,1.69,3234,0,1258,8,0,0
486,31257536691,288,30000,1,1.69,3217,-0.1,1724,42,0,0
1032,31531720295,306,30000,1,1.69,3087,-0.1,949,44,0,0
1182,28606955905,127,30000,1,1.49,3287,0,1147,19,0,0
1957,27955786182,82,30000,1,4.49,3272,0,1556,12,0,0
2230,28350715060,114,30000,1,2.5,3128,-0.35,139,17,0,0
2144,31492968904,303,30000,1,2.85,3270,0,1946,44,0,0
1675,28334505677,112,30000,1,2.89,3235,-0.3,1257,17,0,0
2182,27496106798,43,30000,1,2.5,3262,-1.49,1434,7,0,0
1894,28201395124,101,30000,1,2.99,3234,-1,2330,15,0,0
2,28517296871,121,30000,1,2.88,3278,-1.01,2043,18,0,0
121,29741426716,197,30000,1,2.98,3177,-1.01,2012,29,0,0
2182,31204545817,285,30000,1,3.34,3262,-0.65,1445,41,0,0
882,31556141819,307,30000,1,2.49,3283,0,1709,45,0,0
1182,28225188484,103,30000,1,0.34,3287,-0.25,2228,15,0,0
997,31427012828,300,30000,1,1.39,3182,0,1913,44,0,0
1176,27771857605,66,30000,1,0.99,3262,0,1711,10,0,0
364,27939270561,80,30000,1,0.99,3313,0,1813,12,0,0
997,29046330695,157,30000,1,0.99,3182,0,1140,23,0,0
2230,28924660018,148,30000,1,1.88,3128,-0.19,132,22,0,0
1182,30634957831,239,30000,1,2.1,3287,0,1742,35,0,0
1814,31427120424,300,30000,1,1.39,3274,0,1252,44,0,0
1032,31531720295,306,30000,1,1.75,3087,0,949,44,0,0
1113,31137107001,279,30000,2,6,3270,-0.98,1542,41,0,0
2182,27471976071,41,30000,1,2.59,3262,0,1332,7,0,0
1182,28225188484,103,30000,1,0.33,3287,-0.26,2228,15,0,0
1182,30998435996,267,30000,1,0.33,3267,-0.26,1357,39,0,0
1957,27915301864,77,30000,1,1.25,3313,-0.6,1730,12,0,0
1957,27999725578,85,30000,1,1.75,3272,0,1150,13,0,0
1957,28169981924,98,30000,1,1.75,3313,0,1706,15,0,0
1957,28641340435,131,30000,1,1.79,3272,0,1058,19,0,0
1894,28201395124,101,30000,1,1.49,3234,0,2330,15,0,0
1338,28349736514,112,30000,1,1.49,3165,0,1958,17,0,0
2231,28631581844,130,30000,1,3.99,3233,-0.8,1705,19,-1,0
1032,28680002895,133,30000,1,2.35,3087,0,2211,20,0,0
62,27771348934,66,30000,1,0.99,3236,-0.4,1742,10,0,0
62,28124549280,95,30000,2,2,3236,-0.78,1830,14,0,0
1420,30591251330,238,30000,1,3.29,3297,0,1342,35,0,0
997,27831937999,71,30000,1,0.99,3182,-0.4,1907,11,0,0
1675,27956451513,82,30000,1,1.67,3235,-0.52,1844,12,0,0
364,27955721015,81,30000,1,1.75,3313,0,1259,12,0,0
2,28517296871,121,30000,1,1.75,3278,0,2043,18,0,0
32,27568217147,49,30000,1,2.5,3257,-0.49,1859,8,0,0
1182,30998435996,267,30000,1,0.33,3267,-0.26,1357,39,0,0
1338,27639966001,54,30000,1,0.99,3165,0,1809,8,0,0
1338,28031440374,86,30000,1,0.99,3165,0,1124,13,0,0
364,27195527245,17,30000,2,4.98,3313,0,1839,3,0,0
1675,28802746690,142,30000,1,9.99,3235,-4,1713,21,0,0
1675,30109136660,217,30000,1,10.99,3235,-3,1817,32,0,0
1675,27820100290,70,30000,2,0.8,3235,-0.2,1045,11,0,0
1182,30634957831,239,30000,3,2.07,3287,0,1742,35,0,0
2144,27873479098,75,30000,1,3.19,3214,0,1810,11,0,0
1032,29099566382,159,30000,1,3.19,3087,0,1410,23,0,0
1814,30636857123,242,30000,1,3,3274,-0.19,2123,35,0,0
840,30541367209,232,30000,1,1.55,3027,0,1753,34,0,0
364,28083525839,92,30000,1,1.5,3313,-1.39,1931,14,0,0
506,27604201170,52,30000,1,1.29,3234,-0.2,1258,8,0,0
748,28201412095,102,30000,3,3.87,3274,-0.6,1826,15,0,0
2,28517296871,121,30000,1,3.69,3278,0,2043,18,0,0
755,27640055266,55,30000,1,2.99,3131,-1.2,759,9,0,0
2034,29888655881,206,30000,1,2.5,3177,-1.69,1542,30,0,0
1814,30636857123,242,30000,1,2.99,3274,-1.2,2123,35,0,0
1076,31119280737,277,30000,1,3.99,3082,0,1157,40,0,0
1814,30795980406,253,30000,2,2.38,3274,0,1217,37,0,0
1988,27855602541,73,30000,1,0.88,3214,-0.12,1539,11,0,0
1675,28060252142,90,30000,1,1.5,3235,-0.5,1950,14,0,0
1675,28125285204,96,30000,1,1.5,3235,-0.5,920,14,0,0
1675,29173790312,165,30000,2,3,3235,-1,845,24,0,0
1675,30244166714,228,30000,1,2,3235,0,1632,33,0,0
1675,30912531614,261,30000,1,2,3235,0,1653,38,0,0
1113,29679873707,193,30000,1,3,3270,-0.49,1826,28,0,0
1182,29362200632,179,30000,1,4.26,3287,0,1034,26,0,0
1032,30974085018,265,30000,1,3.59,3087,0,2250,39,0,0
62,27771348934,66,30000,1,0.99,3236,-0.4,1742,10,0,0
997,27404686350,36,30000,1,2,3182,-0.99,1502,6,0,0
32,28059627062,90,30000,1,2,3257,-0.99,1828,14,0,0
32,28273822100,107,30000,1,2.99,3036,0,1751,16,0,0
1957,28924865555,149,30000,1,1,3313,0,1038,22,0,0
1957,28641340435,131,30000,1,1,3272,0,1058,19,0,0
1957,28924865555,149,30000,1,1,3313,0,1038,22,0,0
1957,29117105693,160,30000,1,0.8,3313,-0.2,1217,24,0,0
32,27568217147,49,30000,1,1.25,3257,-0.44,1859,8,0,0
506,27604201170,52,30000,1,1.25,3234,-0.84,1258,8,0,0
32,27903432162,77,30000,1,1.25,3257,-0.44,2025,12,0,0
32,28195352341,100,30000,1,1.55,3257,0,1914,15,0,0
922,28544995058,122,30000,1,1.89,3270,0,2253,18,0,0
1032,28680002895,133,30000,1,1.89,3087,0,2211,20,0,0
1476,29679052023,192,30000,1,1.75,3278,0,1919,28,0,0
364,28083525839,92,30000,1,2.49,3313,0,1931,14,0,0
1032,28308566736,110,30000,1,2.75,3087,0,1619,16,0,0
1536,27801230169,69,30000,1,14.99,3293,-5,752,11,0,0
1176,27855955496,73,30000,1,14.99,3262,-5,1051,11,0,0
1182,28631695965,129,30000,1,0.88,3287,-0.11,1145,19,0,0
364,27179351086,16,30000,1,2.5,3313,-1.69,1836,3,0,0
997,27777005976,67,30000,1,0.79,3182,-0.2,1141,10,0,0
2144,27873479098,75,30000,2,1.98,3214,0,1810,11,0,0
748,28201412095,102,30000,3,2.37,3274,-0.6,1826,15,0,0
601,28297071931,109,30000,1,0.99,3102,0,1605,16,0,0
2230,28350715060,114,30000,1,0.99,3128,0,139,17,0,0
1420,30591251330,238,30000,2,1.98,3297,0,1342,35,0,0
1814,30860121094,258,30000,1,0.99,3274,0,1656,38,0,0
1409,28517258574,121,30000,1,2.99,3313,0,909,18,0,0
1814,31427120424,300,30000,2,1.98,3274,-0.52,1252,44,0,0
2230,28350715060,114,30000,1,3.19,3128,0,139,17,0,0
506,27604201170,52,30000,1,0.88,3234,-0.11,1258,8,0,0
997,27777005976,67,30000,1,0.79,3182,-0.2,1141,10,0,0
1957,28641340435,131,30000,1,1,3272,0,1058,19,0,0
1957,29117105693,160,30000,1,0.8,3313,-0.2,1217,24,0,0
997,27404686350,36,30000,1,2.99,3182,0,1502,6,0,0
1675,31272000346,289,30000,4,2,3235,0,1027,42,0,0
997,31228403163,286,30000,1,1.74,3182,0,2103,42,0,0
2230,28924660018,148,30000,1,2.29,3128,0,132,22,0,0
997,30734102880,248,30000,2,4,3182,-0.58,2134,36,0,0
1675,31272000346,289,30000,3,1.5,3235,0,1027,42,0,0
2182,31806687698,323,30000,1,1.39,3262,0,1949,47,0,0
1182,28225188484,103,30000,1,0.33,3287,-0.26,2228,15,0,0
486,30636771192,242,30000,1,0.33,3217,-0.26,1411,35,0,0
486,30809521071,254,30000,1,1.67,3217,-0.28,1426,37,0,0
1409,30192611948,224,30000,1,2.49,3313,0,1635,33,0,0
1675,27820100290,70,30000,1,2,3235,-0.69,1045,11,0,0
1032,28095480377,93,30000,1,0.9,3087,0,854,14,0,0
1182,28225188484,103,30000,1,0.9,3287,0,2228,15,0,0
1182,30771332017,250,30000,1,0.9,3287,0,1639,36,0,0
464,27819976310,70,30000,2,2.5,3124,-0.88,1430,11,0,0
1894,28201395124,101,30000,2,4.18,3234,0,2330,15,0,0
2230,28350715060,114,30000,1,1.25,3128,-0.54,139,17,0,0
1409,28393875674,117,30000,1,1.75,3238,0,948,17,0,0
1409,28802065855,142,30000,1,1.25,3238,-0.54,1141,21,0,0
2230,28924660018,148,30000,1,1.79,3128,0,132,22,0,0
1957,28924865555,149,30000,1,1.79,3313,0,1038,22,0,0
1957,29117105693,160,30000,1,1.25,3313,-0.54,1217,24,0,0
683,29360836404,178,30000,1,1.25,3124,-0.44,1347,26,0,0
1409,29394340357,180,30000,1,1.79,3313,0,856,26,0,0
1476,29679052023,192,30000,1,1.75,3278,0,1919,28,0,0
985,29681311551,194,30000,1,1.89,3076,0,1758,28,0,0
1409,29714990094,195,30000,1,1.79,3313,0,707,29,0,0
1409,30063010494,215,30000,1,1.34,3238,-0.45,847,31,0,0
683,30220086608,226,30000,1,1.34,3124,-0.35,1515,33,0,0
1420,31363019371,294,30000,2,2.5,3297,-1.48,930,43,0,0
2182,31427002805,300,30000,1,1.25,3262,-0.72,1938,44,0,0
1420,31531570380,305,30000,1,1.25,3146,-0.74,1007,44,0,0
882,31556141808,307,30000,1,1.69,3283,0,1708,45,0,0
997,28641796466,131,30000,1,3.69,3182,0,1434,19,0,0
997,28800976041,140,30000,1,3.69,3182,0,1359,21,0,0
997,29046330695,157,30000,1,2.69,3182,0,1140,23,0,0
997,29302845385,174,30000,1,2.69,3182,0,1024,26,0,0
997,29605285324,191,30000,1,2.69,3182,0,928,28,0,0
997,29908507818,208,30000,1,2.69,3182,0,1916,30,0,0
1182,28260361689,104,30000,1,0.79,3287,-0.2,1420,16,0,0
1338,28261235940,105,30000,1,0.79,3165,-0.2,1650,16,0,0
1959,29741515603,196,30000,1,0.99,3271,0,1307,29,0,0
1182,30771332017,250,30000,3,2.97,3287,0,1639,36,0,0
1182,30795606757,252,30000,1,0.99,3267,0,1653,37,0,0
1182,31493281530,302,30000,2,1.98,3287,0,1514,44,0,0
1675,28060252142,90,30000,1,1,3235,-0.79,1950,14,0,0
596,29812895604,200,30000,1,1.49,3149,-1.5,1014,29,0,0
364,27622632176,53,30000,1,0.99,3313,-0.2,1853,8,0,0
997,29908507818,208,30000,1,1.19,3182,0,1916,30,0,0
1338,27639966001,54,30000,1,0.99,3165,0,1809,8,0,0
1338,28031440374,86,30000,1,0.99,3165,0,1124,13,0,0
1338,28349736514,112,30000,1,0.99,3165,0,1958,17,0,0
2182,27471976071,41,30000,2,1,3262,-0.16,1332,7,0,0
2182,30912300033,260,30000,1,0.5,3262,0,2336,38,0,0
2182,31204545817,285,30000,1,0.5,3262,0,1445,41,0,0
1814,31427120424,300,30000,1,1.89,3274,-0.4,1252,44,0,0
1988,27855602541,73,30000,1,0.99,3214,0,1539,11,0,0
32,27591910890,51,30000,2,4.8,3257,-3.18,1306,8,0,0
1814,30755292776,246,30000,2,4.58,3274,0,1937,36,0,0
755,27640055266,55,30000,1,2.99,3131,-1.2,759,9,0,0
1894,28201395124,101,30000,1,2.99,3234,-1.2,2330,15,0,0
1957,28641340435,131,30000,1,0.62,3272,0,1058,19,0,0
1032,30759511153,250,30000,3,1.98,3087,0,1331,36,0,0
1032,31186482223,283,30000,4,2.64,3087,0,1705,41,0,0
2182,30178790946,223,30000,1,1.03,3262,0,1245,33,0,0
997,31035437087,271,30000,1,1.03,3182,0,1543,39,0,0
2182,31204545817,285,30000,1,1.03,3262,0,1445,41,0,0
1814,30636857123,242,30000,2,6.38,3274,-0.2,2123,35,0,0
1675,27904040658,77,30000,4,2.32,3235,0,1409,12,0,0
1409,28856455232,145,30000,2,1.16,3313,0,929,21,0,0
1675,31272000346,289,30000,4,2,3235,0,1027,42,0,0
1182,28195593789,100,30000,1,1.99,3287,0,126,15,0,0
630,28651051333,132,30000,1,1.05,3217,0,1631,20,0,0
1071,29907922346,208,30000,1,1,3191,-0.05,1901,30,0,0
1675,28060252142,90,30000,2,5.98,3235,-4.8,1950,14,0,0
1959,29741515603,196,30000,1,1.05,3271,0,1307,29,0,0
1675,28925591759,150,30000,2,3.76,3235,-3.22,1727,22,0,0
840,30590290040,237,30000,1,0.99,3027,0,720,35,0,0
1476,28031051832,87,30000,1,1.19,3278,-0.2,1803,13,0,0
997,28800976041,140,30000,1,1.55,3182,0,1359,21,0,0
997,29605285324,191,30000,1,1.55,3182,0,928,28,0,0
997,29908507818,208,30000,1,1.55,3182,0,1916,30,0,0
997,31228403163,286,30000,1,1.74,3182,0,2103,42,0,0
997,31821525458,324,30000,1,1.74,3182,0,1102,47,0,0
1675,29605491530,191,30000,2,1,3235,0,1632,28,0,0
1675,28334505677,112,30000,2,4,3235,-1.38,1257,17,0,0
1675,29101136795,160,30000,1,1.19,3235,0,1645,24,0,0
1675,29605491530,191,30000,1,1,3235,-0.19,1632,28,0,0
1675,30986920510,267,30000,1,1,3235,-0.19,1155,39,0,0
1988,27855602541,73,30000,1,2.95,3214,0,1539,11,0,0
